name;first_name;chains
Валз Комби таблетки 5мг+160мг №28;Валз;name_apr_W
Ко-Периндоприл таблетки 0,625мг+2мг №30;Ко-Периндоприл;name_apr_W
Ко-Дальнева таблетки 5мг+1,25мг+4мг №30;Ко-Дальнева;name_apr_W
Валз Комби таблетки 5мг+80мг №28;Валз;name_apr_W
Ко-Дальнева таблетки 5мг+1,25мг+4мг №90;Ко-Дальнева;name_apr_W
Лориста Н таблетки 100мг+12,5мг №30;Лориста;name_apr_W
Амлодипин таблетки 10мг №60;Амлодипин;name_apr_W
Телмиста АМ таблетки 10мг+80мг №28;Телмиста;name_apr_W
Бисопролол таблетки 5мг №50 Биоком;Бисопролол;name_apr_W
Амлодипин-Периндоприл таблетки 10мг+5мг №30;Амлодипин-Периндоприл;name_apr_W
Анаприлин таблетки 10мг №100;Анаприлин;name_apr_W
Индапамид+Периндоприл таблетки 0.625мг+2.5мг №30;Индапамид+Периндоприл;name_apr_W
Калчек таблетки 5мг №30;Калчек;name_apr_W
Тенорокс таблетки 50мг+12,5мг №28;Тенорокс;name_apr_W
Рамиприл таблетки 10мг №30;Рамиприл;name_apr_W
Ирбесартан таблетки 150мг №28;Ирбесартан;name_apr_W
Ирбесартан таблетки 300мг №28;Ирбесартан;name_apr_W
Цитрамон П Реневал таблетки №20;Цитрамон;name_apr_W
Дротаверин таблетки 40мг №50;Дротаверин;name_apr_W
Бетмига таблетки 50мг №30;Бетмига;name_apr_W
Эссенциале форте Н капс. 300мг №180;Эссенциале;name_apr_W
Солгар Артишока листьев эсктракт капс. №60;Солгар;name_apr_W
Дюспаталин таблетки 135мг №15;Дюспаталин;name_apr_W
Слабилен капли флакон 15мл;Слабилен;name_apr_W
Анестезол суппозитории ректальные №10;Анестезол;name_apr_W
Энтеродез пор.для приема внутрь 5г;Энтеродез;name_apr_W
Гастал таблетки №60;Гастал;name_apr_W
Хайрабезол таблетки 20мг №15;Хайрабезол;name_apr_W
Постеризан форте суппозитории ректальные №10;Постеризан;name_apr_W
Хофитол раствор для приема внутрь флакон 120мл;Хофитол;name_apr_W
Колофорт таблетки №100;Колофорт;name_apr_W
Зостерин ультра 30% пор.1г №10;Зостерин;name_apr_W
Бускопан таблетки 10мг №20;Бускопан;name_apr_W
Гевискон Двойное действие таблетки жевательные Мята №24;Гевискон;name_apr_W
Натальсид суппозитории ректальные №10;Натальсид;name_apr_W
Слабилен таблетки 5мг №20;Слабилен;name_apr_W
Постеризан суппозитории ректальные №10;Постеризан;name_apr_W
Зостерин ультра 60% пор.500мг №10;Зостерин;name_apr_W
Бак-Сет Форте капс. №20;Бак-Сет;name_apr_W
Тримедат Форте таблетки 300мг №20;Тримедат;name_apr_W
Панкреатин таблетки 25 ЕД №60;Панкреатин;name_apr_W
Алмагель Нео суспензия флакон 170мл;Алмагель;name_apr_W
Постеризан мазь ректальная 25г;Постеризан;name_apr_W
Ганатон таблетки 50мг №10;Ганатон;name_apr_W
Гевискон Двойное действие суспензия мята флакон 150мл;Гевискон;name_apr_W
Гептрал таблетки 400мг №20;Гептрал;name_apr_W
Анузол суппозитории ректальные №10;Анузол;name_apr_W
Гидрасек капс. 100мг №10;Гидрасек;name_apr_W
Эссенциале форте Н капс. 300мг №90;Эссенциале;name_apr_W
Ренни таблетки жевательные Мятные без сахара №12;Ренни;name_apr_W
Фитомуцил Норм пор.для приготовления раствора для приема внурь 5г саше №30;Фитомуцил;name_apr_W
Платифиллин раствор для инъекций 0.2% ампулы 1мл №10;Платифиллин;name_apr_W
Ренни таблетки жевательные Ментол №12;Ренни;name_apr_W
Бифидумбактерин таблетки 5 доз №30;Бифидумбактерин;name_apr_W
Гептор таблетки 400мг №40;Гептор;name_apr_W
Нео-анузол суппозитории ректальные №10;Нео-анузол;name_apr_W
Везикар таблетки 5мг №30;Везикар;name_apr_W
Тримедат пор.для приготовления суспензии флакон 250мл;Тримедат;name_apr_W
Гептор таблетки 400мг №20;Гептор;name_apr_W
Гепатромбин Г мазь ректальная 20г;Гепатромбин;name_apr_W
Везикар таблетки 10мг №30;Везикар;name_apr_W
Гепатромбин Г суппозитории ректальные №10;Гепатромбин;name_apr_W
Гевискон таблетки жевательные Мята №12;Гевискон;name_apr_W
Микролакс микроклизма 5мл №4;Микролакс;name_apr_W
Пробиолог СРК капс. №15;Пробиолог;name_apr_W
Дюспаталин таблетки 135мг №50;Дюспаталин;name_apr_W
Ренни таблетки жевательные Апельсин №48;Ренни;name_apr_W
Красавки экстракт суппозитории ректальные №10;Красавки;name_apr_W
Тримедат таблетки 100мг №10;Тримедат;name_apr_W
Но-шпа таблетки 40мг №24;Но-шпа;name_apr_W
Лошадиная сила Тонизирующий гель для вен с каштаном и пиявками 500мл;Лошадиная;name_apr_W
Даларгин раствор для внутривенного и внутримышечного введения 1мг/мл ампулы 1мл №10;Даларгин;name_apr_W
Изоптин СР таблетки 240мг №30;Изоптин;name_apr_W
Аллафорте таблетки 25мг №20;Аллафорте;name_apr_W
Кординик таблетки 10мг №60;Кординик;name_apr_W
Сиднофарм таблетки 2мг №30;Сиднофарм;name_apr_W
Аллапинин таблетки 25мг №30;Аллапинин;name_apr_W
Кордарон таблетки 200мг №30;Кордарон;name_apr_W
Нитроминт спрей 0,4мг/доза 180 доз флакон 10г;Нитроминт;name_apr_W
Амприлан таблетки 2,5мг №30;Амприлан;name_apr_W
Амприлан таблетки 5мг №30;Амприлан;name_apr_W
