count_index,name_item_prop,parsing_day,Нозология,Действующее вещество,Группа товара,Бренд,Производитель,Страна,Форма выпуска,Рецепт,Условия хранения,"Действующее вещество, сборное название","Состав, вес (кратко)",Фармакотерапевтическая группа,nosology_1,nosology_2,nosology_3,nosology_4,nosology_5,active_ingredient_1,active_ingredient_2,active_ingredient_3,active_ingredient_4,active_ingredient_5,active_ingredient_6,active_ingredient_7,active_ingredient_8,active_ingredient_9,active_ingredient_10,active_ingredient_11,active_ingredient_12,product_group_1,product_group_2,product_group_3,product_group_4,product_group_5,product_group_6,product_group_7,product_group_8,product_group_9,product_group_10,product_group_11,product_group_12,product_group_13
55_2022-12-28,Лизинотон таблетки 10мг №28,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Лизиноприл'],[],['Лизинотон'],['Actavis Group/Актавис'],['Исландия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лизиноприл'],['10мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56_2022-12-28,Лориста НД таблетки 100мг+25мг №60,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Лозартан']",[],['Лориста НД'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лозартан+Гидрохлоротиазид'],['100мг+25мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57_2022-12-28,Масло льняное капсулы 300мг №100,2022-12-28,[],['Льняное масло'],['омега 3'],['Льняное масло'],"['ООО ""Мирролла""']",['Россия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Льняное масло'],['Отсутствует'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58_2022-12-28,Мексикор капсулы 100мг №60,2022-12-28,"['Неврастения', 'Инфаркт мозга', 'Внутричерепная травма', 'Расстройства личности и поведения, обусловленные болезнью, повреждением или дисфункцией головного мозга', 'Психическое и поведенческое расстройство, вызванное употреблением алкоголя. Абстинентное состояние']",['Этилметилгидроксипиридина сукцинат'],"['Таблетки для  памяти', 'Для памяти']",['Мексикор'],"['ЗАО ""МираксБиоФарма""']",['Россия'],['Капсулы для приема внутрь'],['Рецептурный'],['Не выше 25 С'],['Этилметилгидроксипиридина сукцинат'],['100мг'],['Средства улучшающие мозговое кровообращение'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59_2022-12-28,Мексиприм раствор для инъекций 50мг/мл ампулы 2мл №10,2022-12-28,"['Неврастения', 'Перитонит', 'Инфаркт мозга', 'Расстройства личности и поведения, обусловленные болезнью, повреждением или дисфункцией головного мозга', 'Психическое и поведенческое расстройство, вызванное употреблением алкоголя. Абстинентное состояние']",['Этилметилгидроксипиридина сукцинат'],['Для памяти'],['Мексиприм'],"['ФГУП ""Московский эндокринный з-д""']",['Россия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 25 С'],['Этилметилгидроксипиридина сукцинат'],['50мг/мл'],['Средства улучшающие мозговое кровообращение'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60_2022-12-28,Мексиприм раствор для инъекций 50мг/мл ампулы 5мл №5,2022-12-28,"['Неврастения', 'Перитонит', 'Инфаркт мозга', 'Расстройства личности и поведения, обусловленные болезнью, повреждением или дисфункцией головного мозга', 'Психическое и поведенческое расстройство, вызванное употреблением алкоголя. Абстинентное состояние']",['Этилметилгидроксипиридина сукцинат'],['Для памяти'],['Мексиприм'],"['ОАО ""Нижфарм""']",['Россия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 25 С'],['Этилметилгидроксипиридина сукцинат'],['50мг/мл'],['Средства улучшающие мозговое кровообращение'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61_2022-12-28,МексЭллара раствор для инъекций 50мг/мл ампулы 2 мл №10,2022-12-28,"['Атеросклероз', 'Неврастения', 'Перитонит', 'Инфаркт мозга']",['Этилметилгидроксипиридина сукцинат'],[],['Мексэллара'],"['ООО ""Эллара""']",['Россия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 25 С'],['Этилметилгидроксипиридина сукцинат'],['50мг/мл'],['Средства улучшающие мозговое кровообращение'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62_2022-12-28,Мельдоний раствор для инъекций 100мг/мл ампулы 5мл №10,2022-12-28,['Ишемическая болезнь сердца'],['Мельдоний '],[],['Мельдоний'],"['АО ""Биохимик""']",['Россия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 25 С'],['Мельдоний '],['100мг/мл'],['Прочие средства в кардиологии'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63_2022-12-28,Метопролол таблетки 100мг №30,2022-12-28,"['Мигрень', 'Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Острый инфаркт миокарда', 'Наджелудочковая тахикардия']",['Метопролол'],[],['Метопролол'],['Teva Pharm. Industries/ Тева Фарм. Предприятие'],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Метопролол'],['100мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64_2022-12-28,Метопролол таблетки 100мг №50,2022-12-28,"['Мигрень', 'Соматоформная дисфункция вегетативной нервной системы', 'Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Острый инфаркт миокарда']",['Метопролол'],[],['Метопролол'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Метопролол'],['100мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65_2022-12-28,Метопролол таблетки 50мг №30,2022-12-28,"['Мигрень', 'Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Острый инфаркт миокарда', 'Наджелудочковая тахикардия']",['Метопролол'],[],['Метопролол'],['Teva Pharm. Industries/ Тева Фарм. Предприятие'],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Метопролол'],['50мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
