name_item_prop,parsing_day,Нозология,Действующее вещество,Группа товара,Бренд,Производитель,Страна,Форма выпуска,Рецепт,Условия хранения,"Действующее вещество, сборное название","Состав, вес (кратко)",Фармакотерапевтическая группа
Амлодипин таблетки 10мг №30,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Нестабильная стенокардия', 'Стенокардия с документально подтвержденным спазмом']",['Амлодипин'],[],['Амлодипин'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин'],['10мг'],['Средства снижающие давление']
Амлодипин таблетки 10мг №50,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Нестабильная стенокардия', 'Стенокардия с документально подтвержденным спазмом']",['Амлодипин'],[],['Амлодипин'],"['АО ""Медисорб""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин'],['10мг'],['Средства снижающие давление']
Амлодипин таблетки 5мг №30,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Нестабильная стенокардия', 'Стенокардия с документально подтвержденным спазмом']",['Амлодипин'],[],['Амлодипин'],['Teva Pharm. Industries/ Тева Фарм. Предприятие'],['Израиль'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин'],['5мг'],['Средства снижающие давление']
Амлодипин таблетки 5мг №30,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Нестабильная стенокардия', 'Стенокардия с документально подтвержденным спазмом']",['Амлодипин'],[],['Амлодипин'],"['ООО ""Розлекс Фарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин'],['5мг'],['Средства снижающие давление']
Амприлан НД таблетки 5мг+25мг №30,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Рамиприл']",[],['Амприлан НД'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Рамиприл+Гидрохлоротиазид'],['5мг+25мг'],['Средства снижающие давление']
"Амприлан таблетки 1,25мг №30",2022-12-28,"['Инфаркт мозга', 'Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность', 'Другие болезни периферических сосудов', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Рамиприл'],[],['Амприлан'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Рамиприл'],['1.25мг'],['Средства снижающие давление']
Аскорутин таблетки №50,2022-12-28,"['Корь', 'Скарлатина', 'Сыпной тиф', 'Аллергическая пурпура', 'Идиопатическая тромбоцитопеническая пурпура']","['Аскорбиновая кислота', 'Рутин (рутозид)']",[],['Аскорутин'],"['ОАО ""Марбиофарм""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Аскорбиновая кислота+Рутин (рутозид)'],['50мг+50мг'],['Комплексы витаминов']
Аспаркам раствор для инъекций ампулы 10мл №10,2022-12-28,[],"['Калия аспарагинат', 'Магния аспарагинат']",[],['Аспаркам'],"['ПАО ""Биосинтез""']",['Россия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 25 С'],['Калия аспарагинат+Магния аспарагинат'],['45.2мг+40мг'],['Прочие средства в кардиологии']
Аспаркам таблетки №20,2022-12-28,"['Гипокалиемия', 'Недостаточность магния', 'Острый инфаркт миокарда', 'Нарушение сердечного ритма неуточненное', 'Застойная сердечная недостаточность']","['Калия аспарагинат', 'Магния аспарагинат']",[],['Аспаркам'],"['ОАО ""Фармстандарт-Лексредства""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Калия аспарагинат+Магния аспарагинат'],['175мг+175мг'],['Прочие средства в кардиологии']
Аспаркам таблетки №50,2022-12-28,['Гипокалиемия'],"['Калия аспарагинат', 'Магния аспарагинат']",[],['Аспаркам'],"['АО ""Медисорб""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Калия аспарагинат+Магния аспарагинат'],['175мг+175мг'],['Кардиотонические средства']
