count_index,name_item_prop,parsing_day,Нозология,Действующее вещество,Группа товара,Бренд,Производитель,Страна,Форма выпуска,Рецепт,Условия хранения,"Действующее вещество, сборное название","Состав, вес (кратко)",Фармакотерапевтическая группа,Количество в упаковке,Other,nosology_1,nosology_2,nosology_3,nosology_4,nosology_5,active_ingredient_1,active_ingredient_2,active_ingredient_3,active_ingredient_4,active_ingredient_5,active_ingredient_6,active_ingredient_7,active_ingredient_8,active_ingredient_9,active_ingredient_10,active_ingredient_11,product_group_1,product_group_2,product_group_3,product_group_4,product_group_5,product_group_6,product_group_7,product_group_8,product_group_9,product_group_10,product_group_11,product_group_12,product_group_13,product_group_14,product_group_15,product_group_16,product_group_17,product_group_18,product_group_19,product_group_20,product_group_21,product_group_22
51_2023-06-27,Апроваск таблетки 5мг+300мг №28,2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Ирбесартан']",[],['Апроваск'],['Sanofi Aventis Pharma/ Санофи Авентис'],['Мексика'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Амлодипин+Ирбесартан'],['5мг+300мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52_2023-06-27,Апроваск таблетки 10мг+300мг №28,2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Ирбесартан']",[],['Апроваск'],['Sanofi Aventis Pharma/ Санофи Авентис'],['Мексика'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Амлодипин+Ирбесартан'],['10мг+300мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53_2023-06-27,Апроваск таблетки 5мг+150мг №28,2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Ирбесартан']",[],['Апроваск'],['Sanofi Aventis Pharma/ Санофи Авентис'],['Мексика'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Амлодипин+Ирбесартан'],['5мг+150мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54_2023-06-27,Апровель таблетки 150мг №28,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)', 'Гломерулярные поражения при других болезнях, классифицированных в других рубриках']",['Ирбесартан'],[],['Апровель'],['Sanofi Aventis Pharma/ Санофи Авентис'],['Франция'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Ирбесартан'],['150мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55_2023-06-27,Эналаприл таблетки 5мг №20,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Реноваскулярная гипертензия', 'Нестабильная стенокардия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Эналаприл'],"['Берлиприл', 'Рениприл', 'Ренитек', 'Эднит', 'Энам', 'Энап']",['Эналаприл'],"['ПАО ""Биосинтез""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Эналаприл'],['5мг'],['Средства снижающие давление'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56_2023-06-27,Кордипин XL таблетки 40мг №20,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Стенокардия с документально подтвержденным спазмом', 'Синдром Рейно']",['Нифедипин'],[],['Кордипин'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Нифедипин'],['40мг'],['Средства снижающие давление'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57_2023-06-27,Апровель таблетки 300мг №28,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)', 'Гломерулярные поражения при других болезнях, классифицированных в других рубриках']",['Ирбесартан'],[],['Апровель'],['Sanofi Aventis Pharma/ Санофи Авентис'],['Франция'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Ирбесартан'],['300мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58_2023-06-27,"Моксонидин таблетки 0,4мг №28",2023-06-27,['Эссенциальная [первичная] гипертензия'],['Моксонидин'],"['Физиотенз', 'Моксонитекс', 'Тензотран']",['Моксонидин'],"['ЗАО ""Северная Звезда""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Моксонидин'],['0.4мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59_2023-06-27,Эналаприл таблетки 20мг №20,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Реноваскулярная гипертензия', 'Нестабильная стенокардия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Эналаприл'],"['Берлиприл', 'Рениприл', 'Ренитек', 'Эднит', 'Энам', 'Энап']",['Эналаприл'],['Lek d.d./ Лек'],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Эналаприл'],['20мг'],['Средства снижающие давление'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60_2023-06-27,"Коапровель таблетки 300мг+12,5мг №28",2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Ирбесартан']",[],['Коапровель'],['Sanofi Aventis Pharma/ Санофи Авентис'],['Франция'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Ирбесартан+Гидрохлоротиазид'],['300мг+12.5мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61_2023-06-27,Каптоприл таблетки 50мг №20,2023-06-27,['Ишемическая болезнь сердца'],['Каптоприл'],['Капотен'],['Каптоприл'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Каптоприл'],['50мг'],['Средства снижающие давление'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62_2023-06-27,Лизиноприл таблетки 10мг №30,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Лизиноприл'],"['Диротон', 'Ирумед', 'Лизинотон', 'Лизигамма', 'Лизипрекс']",['Лизиноприл'],['Teva Pharmaceutical Works Private/Тева Фармасьютикал Воркс Прайвэт Лимитед Компани'],['Венгрия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лизиноприл'],['10мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63_2023-06-27,Телсартан АМ таблетки 5мг+40мг №28,2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Телмисартан']",[],['Телсартан'],['Dr. Reddys Lab./ Доктор Реддис Лаб.'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Телмисартан'],['5мг+40мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64_2023-06-27,"Энап таблетки 2,5мг №60",2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Реноваскулярная гипертензия', 'Нестабильная стенокардия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Эналаприл'],[],['Энап'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Эналаприл'],['2.5мг'],['Средства снижающие давление'],['60 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65_2023-06-27,Бисопролол таблетки 10мг №50 Рафарма,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Бисопролол'],"['Арител', 'Биол', 'Конкор', 'Бипрол', 'Кординорм', 'Коронал', 'Нипертен', 'Бисогамма']",['Бисопролол'],"['АО ""Рафарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Бисопролол'],['10мг'],['Средства снижающие давление'],['50 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66_2023-06-27,Берлиприл таблетки 5мг №30,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Реноваскулярная гипертензия', 'Застойная сердечная недостаточность']",['Эналаприл'],[],['Берлиприл'],['Berlin-Chemie AG/ Берлин-Хеми '],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Эналаприл'],['5мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67_2023-06-27,Амлодипин таблетки 5мг №30,2023-06-27,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Нестабильная стенокардия', 'Стенокардия с документально подтвержденным спазмом']",['Амлодипин'],[],['Амлодипин'],"['ООО ""Р-Фарм Новосёлки""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин'],['5мг'],['Средства снижающие давление'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68_2023-06-27,Телзап АМ таблетки 10мг+40мг №28,2023-06-27,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Телмисартан']",[],['Телзап АМ'],['Zentiva/ Зентива'],['Чехия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Телмисартан'],['10мг+40мг'],['Средства снижающие давление'],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
