name_item_price,parsing_day,price_withCard,price_withPeriod,price_withoutCard
Стопгрипан форте порошок для приготовления раствора для приема внутрь Лимон пакетики №10,2023-05-07,566.0,403.0,566.0
Лоротрицин Алиум таблетки для рассасывания №12,2023-05-07,517.0,360.0,517.0
Гербион сироп плюща флакон 150мл,2023-05-07,599.0,429.0,599.0
Долфин Устройство детское для промывания носа 120мл + средство №30,2023-05-07,566.0,385.0,566.0
"Снуппик капли назальные 0,01% флакон 5мл",2023-05-07,275.0,189.0,275.0
АнвиМакс порошок для приготовления раствора для приема внутрь Мед/лимон пакетики №3,2023-05-07,190.0,130.0,190.0
Горпилс пастилки Ментол и эвкалипт №24,2023-05-07,155.0,124.0,155.0
Алесорб Энтеросорбент гель без вкуса туба 180г,2023-05-07,348.0,288.0,348.0
Ферместал комплекс ферментов с желчью таблетки №20,2023-05-07,158.0,128.0,158.0
Хофицин Эвалар таблетки 200мг №60,2023-05-07,459.0,320.0,459.0
Нифуроксазид Вертекс капсулы 200мг №28,2023-05-07,290.0,290.0,415.0
Плантолаксин таб. №40,2023-05-07,278.0,228.0,278.0
Смектит со вкусом Карамели суспензия 10г №9,2023-05-07,248.0,198.0,248.0
Эссенциальные фосфолипиды капсулы №30,2023-05-07,448.0,348.0,448.0
Необутин таблетки 100мг №10,2023-05-07,368.0,261.0,368.0
Энтерол порошок для приема внутрь 250мг №20,2023-05-07,956.0,644.0,956.0
Комплекс Метабиотиков капли фл. 100мл,2023-05-07,411.0,411.0,548.0
Новобисмол таблетки 120мг №112,2023-05-07,661.0,551.0,661.0
Доктор Изжогин суспензия флакон 150мл,2023-05-07,238.0,198.0,238.0
Саб симплекс суспензия для приема внутрь флакон 30мл,2023-05-07,496.0,345.0,496.0
Ихтиол суппозитории ректальные №10,2023-05-07,94.0,71.0,94.0
Алесорб Энтеросорбент гель Клубника туба 180г,2023-05-07,348.0,288.0,348.0
Пассажикс таблетки жевательные 10мг №10,2023-05-07,214.0,165.0,214.0
Метронидазол таблетки 250мг №20,2023-05-07,93.0,83.0,93.0
Метоклопрамид таблетки 10мг №56,2023-05-07,41.0,38.0,41.0
"Пикосульфат натрия 7,5мг/мл капли флакон 25мл",2023-05-07,310.0,258.0,310.0
Адеметионин таблетки 400мг №40,2023-05-07,2417.0,1938.0,2417.0
Хофицин Эвалар таб. 200мг №180,2023-05-07,1048.0,758.0,1048.0
Сорбикум таблетки №30,2023-05-07,184.0,143.0,184.0
Ульблок капсулы 20мг №28,2023-05-07,490.0,336.0,490.0
Венапрокт Алиум суппозитории ректальные 250мг №10,2023-05-07,576.0,374.0,576.0
Необутин ретард таблетки 300мг №20,2023-05-07,662.0,479.0,662.0
Ретч таблетки 50мг №40,2023-05-07,484.0,337.0,484.0
Фитолакс таблетки №40,2023-05-07,479.0,326.0,479.0
Фосфалюгель гель для приема внутрь пакет №6,2023-05-07,289.0,174.0,289.0
Хофит детокс раствор для приема внутрь флакон 150мл,2023-05-07,378.0,268.0,378.0
Урсодезоксихолевая кислота Вертекс капсулы 250мг №50,2023-05-07,773.0,665.0,773.0
Энзистал таблетки №40,2023-05-07,372.0,265.0,372.0
Тиберал таблетки 500мг №10,2023-05-07,1091.0,796.0,1091.0
Маалокс суспензия флакон 250мл,2023-05-07,566.0,397.0,566.0
Необутин ретард таблетки 300мг №60,2023-05-07,1308.0,991.0,1308.0
Магния сульфат порошок для приготовления раствора для приема внутрь 25г №1,2023-05-07,38.0,34.0,38.0
Лоперамид капсулы 2мг №10,2023-05-07,36.0,34.0,36.0
Гепакомб Детокс порошок 6г №10,2023-05-07,448.0,398.0,448.0
Ковирвин (AB21 D+) капсулы №30,2023-05-07,940.0,940.0,1105.0
Белый сорбент Экстра таблетки №80,2023-05-07,244.0,244.0,348.0
Орцепол ВМ таблетки №10,2023-05-07,1045.0,757.0,1045.0
Проктонис крем 30мл,2023-05-07,360.0,280.0,360.0
Итоприд таблетки 50мг №100,2023-05-07,853.0,708.0,853.0
Висмута трикалия дицитрат таблетки 120мг №112,2023-05-07,771.0,645.0,771.0
Урдокса таблетки 500мг №50,2023-05-07,2007.0,1704.0,2007.0
Фестал таблетки №20,2023-05-07,238.0,152.0,238.0
Максилак Бэби капли флакон 8мл,2023-05-07,866.0,722.0,866.0
Моделакс - Н раствор ректальный 5мл №4,2023-05-07,403.0,313.0,403.0
Нифурал капсулы 200мг №16,2023-05-07,492.0,410.0,492.0
Апсорбин порошок банка 50г,2023-05-07,284.0,284.0,379.0
Облепиховое масло суппозитории ректальные 500мг №10,2023-05-07,149.0,117.0,149.0
Ретч таблетки 50мг №70,2023-05-07,716.0,519.0,716.0
Расторопши шрот 100г,2023-05-07,78.0,64.0,78.0
Лоперамид капсулы 2мг №10 Акрихин ХФК,2023-05-07,34.0,31.0,34.0
Уголь активированный таб. 250мг №20,2023-05-07,47.0,34.0,47.0
Новобисмол таблетки 120мг №56,2023-05-07,453.0,296.0,453.0
Энзистал таблетки №20,2023-05-07,206.0,140.0,206.0
Экофурил капсулы 100мг №30,2023-05-07,281.0,234.0,281.0
Слабифит таблетки №50,2023-05-07,278.0,238.0,278.0
Маалокс таблетки жевательные №20,2023-05-07,400.0,278.0,400.0
Лактулоза сироплакс флакон 500мл,2023-05-07,398.0,348.0,398.0
Смектит со вкусом Апельсина суспензия 10г №9,2023-05-07,248.0,198.0,248.0
"Витастронг Флориоза порошок 1,7г саше №10",2023-05-07,646.0,450.0,646.0
Висмута трикалия дицитрат таблетки 120мг №56,2023-05-07,376.0,329.0,376.0
Алмагель А суспензия саше 10мл №10,2023-05-07,442.0,305.0,442.0
Метилурацил суппозитории ректальные 500мг №10,2023-05-07,164.0,110.0,164.0
Урцевел капсулы 250мг №100,2023-05-07,1333.0,1111.0,1333.0
Алесорб с 3-х лет порошок банка 50г,2023-05-07,378.0,328.0,378.0
Итоприд таблетки 50мг №40,2023-05-07,446.0,369.0,446.0
Лоперамид капсулы 2мг №20,2023-05-07,68.0,65.0,68.0
"Глицерин суппозитории ректальные 1,24г №10",2023-05-07,185.0,152.0,185.0
Гастал таблетки для рассасывания №12,2023-05-07,290.0,192.0,290.0
Соликса-Ксантис таблетки 5мг №30,2023-05-07,562.0,415.0,562.0
Уголь активированный-УБФ таблетки 250мг №50,2023-05-07,80.0,63.0,80.0
Пробиэль Беби суспензия с пипеткой для дозирования флакон 10мл,2023-05-07,865.0,626.0,865.0
Папаверин суппозитории ректальные 20мг №10,2023-05-07,66.0,50.0,66.0
Энтобан капсулы №20,2023-05-07,187.0,138.0,187.0
Псиллиум 750мг капсулы №30,2023-05-07,268.0,228.0,268.0
Алесорб Энтеросорбент Гель+ без вкуса пакет 10г №18,2023-05-07,328.0,288.0,328.0
Адеметионин таблетки 400мг №20,2023-05-07,1107.0,1047.0,1107.0
Висмута трикалия дицитрат таблетки 120мг №112,2023-05-07,636.0,579.0,636.0
Масло тыквенное капсулы №100,2023-05-07,168.0,138.0,168.0
Прокто-гливенол крем 2% 30г,2023-05-07,675.0,470.0,675.0
Смекта порошок для приготовления суспензии для приема внутрь Ваниль 3г пакетики №20,2023-05-07,182.0,173.0,182.0
Касторовое масло флакон 30мл,2023-05-07,159.0,125.0,159.0
Алесорб Энтеросорбент Гель Апельсин пакет 10г №18,2023-05-07,328.0,288.0,328.0
Омизак капсулы 20мг №30,2023-05-07,103.0,91.0,103.0
Везигамп таблетки 5мг №30,2023-05-07,701.0,500.0,701.0
Соликса-Ксантис таблетки 10мг №30,2023-05-07,788.0,570.0,788.0
Вазелиновое масло флакон 100мл Флора Кавказа,2023-05-07,103.0,81.0,103.0
Адиарин Пробио капли флакон 8г,2023-05-07,746.0,484.0,746.0
Жидкий сорбент порошок саше 7г №10 яблоко,2023-05-07,268.0,228.0,268.0
Гепарамакс Форте таблетки 400мг №30,2023-05-07,1570.0,1305.0,1570.0
Итоприд таблетки 50мг №70,2023-05-07,531.0,435.0,531.0
Рабиет капсулы 20мг №28,2023-05-07,864.0,706.0,864.0
Алесорб Энтеросорбент Гель+ клубника пакет 10г №18,2023-05-07,328.0,288.0,328.0
Лактобаланс капсулы №7,2023-05-07,649.0,470.0,649.0
Масло облепиховое Алтай элитное 180мг% фл. 50мл,2023-05-07,238.0,178.0,238.0
Маалокс таблетки жевательные без сахара №10,2023-05-07,248.0,156.0,248.0
Касторовое масло флакон 30мл,2023-05-07,68.0,52.0,68.0
Холосас сироп флакон 140г (95мл),2023-05-07,150.0,101.0,150.0
Антиорвин таблетки №60,2023-05-07,158.0,158.0,225.0
Найз Активгель 1% 50г,2023-05-07,462.0,282.0,462.0
Колдрекс хотрем порошок для приготовления раствора для приема внутрь Лимон пакетики №10,2023-05-07,621.0,380.0,621.0
Ибуклин Экспресс порошок для приготовления раствора для приема внутрь 5г №9,2023-05-07,353.0,237.0,353.0
Мелоксикам таблетки 15мг №20,2023-05-07,145.0,113.0,145.0
Аторика таблетки 60мг №14,2023-05-07,445.0,310.0,445.0
Диафлекс капсулы 50мг №30,2023-05-07,1486.0,996.0,1486.0
Нексемезин таблетки 550мг №10,2023-05-07,355.0,239.0,355.0
Пластырь Монастырский для спины и суставов согревающий 2шт,2023-05-07,125.0,96.0,125.0
Горячее питье БерриВитС Малина и мёд стик 5г №20,2023-05-07,256.0,204.0,256.0
Немулекс гранулы 100мг пакет №4,2023-05-07,177.0,120.0,177.0
"Спазгель гель 2,5% 50г",2023-05-07,345.0,231.0,345.0
Перца стручкового настойка флакон 25мл,2023-05-07,104.0,70.0,104.0
Кетофрил таблетки 10мг №20,2023-05-07,94.0,83.0,94.0
Горячее питье БерриВитС Малина и мёд стик 5г №10,2023-05-07,188.0,148.0,188.0
Пластырь Монастырский разогревающий 2шт,2023-05-07,125.0,96.0,125.0
